source,split,image,caption_1,caption_2,caption_3,caption_4,caption_5
RSICD,test,RSICD_5865.jpg,there is a few cars running car next to the parking lot .,there are several open parking lot .,many cars are parked in a parking lot .,many cars are parked in a parking lot .,there is a few cars running car next to the parking lot .
RSICD,test,RSICD_5866.jpg,many cars are parked in a parking lot with several green trees .,many cars are parked in a parking lot with several green trees .,many cars are parked in a parking lot with several green trees .,many cars are parked in a parking lot with several green trees .,many cars are parked in a parking lot with several green trees .
RSICD,test,RSICD_5867.jpg,many cars are parked in a parking lot .,many cars are parked in a parking lot .,many cars are parked in a parking lot .,many cars are parked in a parking lot .,many cars are parked in a parking lot .
RSICD,test,RSICD_5868.jpg,some cars are parked in a parking lot .,some cars are parked in a parking lot .,some cars are parked in a parking lot .,some cars are parked in a parking lot .,some cars are parked in a parking lot .
RSICD,test,RSICD_5869.jpg,"the parking lot, car closely .",parking the car inside the most is white and black .,many cars are in a parking lot .,many cars are in a parking lot .,"the parking lot, car closely ."
RSICD,test,RSICD_6203.jpg,there is a forest next to the playground .,the playground of the runway is red .,many green trees are around a playground .,many green trees are around a playground .,there is a forest next to the playground .
RSICD,test,RSICD_6204.jpg,there are two rows of trees beside the playground .,no one to play on the playground .,many green trees are around a playground .,many green trees are around a playground .,there are two rows of trees beside the playground .
RSICD,test,RSICD_6205.jpg,several buildings and green trees are near a playground .,several buildings and green trees are near a playground .,several buildings and green trees are near a playground .,several buildings and green trees are near a playground .,several buildings and green trees are near a playground .
RSICD,test,RSICD_6206.jpg,several buildings and green trees are near a playground .,several buildings and green trees are near a playground .,several buildings and green trees are near a playground .,several buildings and green trees are near a playground .,several buildings and green trees are near a playground .
RSICD,test,RSICD_6207.jpg,two playgrounds are near some green trees .,two playgrounds are near some green trees .,two playgrounds are near some green trees .,two playgrounds are near some green trees .,two playgrounds are near some green trees .
RSICD,test,RSICD_6208.jpg,some buildings and green trees are near a playground .,some buildings and green trees are near a playground .,some buildings and green trees are near a playground .,some buildings and green trees are near a playground .,some buildings and green trees are near a playground .
RSICD,test,RSICD_6209.jpg,a playground with a football field in it is surrounded by bare land.,a playground with a football field in it is surrounded by bare land.,a playground with a football field in it is surrounded by bare land.,a playground with a football field in it is surrounded by bare land.,a playground with a football field in it is surrounded by bare land.
RSICD,test,RSICD_6210.jpg,mainly for the playground of the color red and green .,planted many trees around the playground .,many green trees are around a playground .,many green trees are around a playground .,mainly for the playground of the color red and green .
RSICD,test,RSICD_6211.jpg,the playground is surrounded by trees .,there is nothing on the playground .,many green trees are around a playground .,many green trees are around a playground .,the playground is surrounded by trees .
RSICD,test,RSICD_6212.jpg,the playground has shallow red hundred meters of the runway .,a white car driving on the road .,some basketball fields and a road are in two sides of a playground .,some basketball fields and a road are in two sides of a playground .,the playground has shallow red hundred meters of the runway .
RSICD,test,RSICD_6213.jpg,there are many green trees around the playground .,there are many green trees around the playground .,"there is a green river, the river side is yellow field, on the other side is a large football field .",there are around two basketball courts .,many green trees are around a playground .
RSICD,test,RSICD_6214.jpg,the playground basketball lines divided clearly .,there are a lot of buildings next to the playground .,many green trees and several buildings are around a playground .,many green trees and several buildings are around a playground .,the playground basketball lines divided clearly .
RSICD,test,RSICD_6215.jpg,on the ground with a lot of basketball court .,a few people are playing basketball on the playground .,many basketball fields are near a playground .,many basketball fields are near a playground .,on the ground with a lot of basketball court .
